Weather_Condition,Road_Type,Road_Condition,Speed_Limit,Time_of_Day,Vehicle_Type,Driver_Age,State,City,Accident_Severity
Clear,Highway,Hill Area,150,Morning,Motorcycle,47.0,Karnataka,Hubli,Fatal
Snow,Highway,Potholes,80,Evening,Motorcycle,26.0,Maharashtra,Nashik,Fatal
Fog,Highway,Normal,120,Morning,Truck,62.0,Maharashtra,Nagpur,Fatal
Fog,Highway,Hill Area,150,Afternoon,Bus,46.0,Delhi,South West Delhi,Fatal
Fog,Rural Road,Wet,70,Night,Motorcycle,31.0,Tamil Nadu,Coimbatore,Fatal
Clear,Rural Road,Wet,90,Morning,Bus,16.0,Uttar Pradesh,Gorakhpur,Moderate
Snow,Highway,Normal,70,Morning,Car,62.0,Karnataka,Bengaluru,Fatal
Clear,Rural Road,Hill Area,45,Morning,Truck,18.0,Karnataka,Mangaluru,Moderate
Rain,City Street,Wet,35,Afternoon,Bus,16.0,Maharashtra,Mumbai,Severe
Rain,Rural Road,Normal,35,Morning,Car,47.0,Karnataka,Bengaluru,Moderate
Snow,City Street,Wet,30,Morning,Car,,Karnataka,Mangaluru,Moderate
Clear,City Street,Normal,30,Night,Car,51.0,Karnataka,Bengaluru,Severe
Fog,City Street,Hill Area,30,Afternoon,Truck,41.0,Maharashtra,Mumbai,Fatal
Clear,City Street,Potholes,80,Night,Car,42.0,Haryana,Panipat,Severe
Clear,Highway,Normal,65,Morning,Truck,45.0,Haryana,Kurukshetra,Moderate
Clear,City Street,Wet,35,Afternoon,Car,44.0,Uttar Pradesh,Basti,Minor
Fog,Highway,Normal,150,Evening,Motorcycle,38.0,Karnataka,Hubli,Fatal
Rain,City Street,Wet,60,Afternoon,Motorcycle,36.0,Karnataka,Bengaluru,Fatal
Rain,Highway,Hill Area,120,Night,Bus,34.0,Karnataka,Mangaluru,Fatal
Fog,City Street,Wet,45,Evening,Motorcycle,25.0,Uttar Pradesh,Azamgarh,Severe
Clear,Rural Road,Potholes,70,Night,Motorcycle,31.0,Tamil Nadu,Madurai,Fatal
Clear,Highway,Potholes,65,Night,Truck,16.0,Maharashtra,Pune,Fatal
Snow,City Street,Wet,80,Evening,Car,33.0,Delhi,North West Delhi,Severe
Snow,Highway,Hill Area,150,Evening,Truck,23.0,Tamil Nadu,Chennai,Fatal
Rain,Rural Road,Wet,90,Morning,Motorcycle,21.0,Uttar Pradesh,Baghpat,Fatal
Fog,City Street,Potholes,45,Afternoon,Truck,37.0,Delhi,South Delhi,Moderate
Snow,City Street,Normal,35,Morning,Bus,51.0,Haryana,Sirsa,Moderate
Rain,Rural Road,Normal,35,Evening,Car,46.0,Uttar Pradesh,Unnao,Minor
Snow,Highway,Hill Area,65,Morning,Car,16.0,Maharashtra,Mumbai,Fatal
Clear,City Street,Potholes,25,Evening,Motorcycle,23.0,Maharashtra,Nashik,Severe
Fog,Rural Road,Normal,70,Night,Motorcycle,46.0,Uttar Pradesh,Muzaffarnagar,Fatal
Snow,Rural Road,Normal,45,Morning,Truck,23.0,Delhi,Central Delhi,Minor
Snow,Rural Road,Hill Area,120,Afternoon,Truck,32.0,Delhi,North Delhi,Fatal
Clear,Rural Road,Normal,55,Evening,Car,,Delhi,Central Delhi,Minor
Snow,City Street,Hill Area,45,Evening,Truck,23.0,Haryana,Rohtak,Severe
Rain,City Street,Wet,60,Night,Bus,,Uttar Pradesh,Bareilly,Moderate
Fog,Rural Road,Hill Area,45,Evening,Motorcycle,,Uttar Pradesh,Raebareli,Fatal
Snow,City Street,Normal,80,Evening,Truck,27.0,Uttar Pradesh,Farrukhabad,Moderate
Clear,City Street,Normal,45,Afternoon,Car,38.0,Uttar Pradesh,Fatehpur,Minor
Rain,City Street,Normal,35,Evening,Truck,16.0,Tamil Nadu,Madurai,Moderate
Rain,Rural Road,Normal,70,Afternoon,Truck,40.0,Maharashtra,Nashik,Minor
Fog,Highway,Normal,100,Evening,Bus,34.0,Haryana,Yamunanagar,Severe
Rain,City Street,Normal,30,Morning,Truck,41.0,Delhi,South Delhi,Minor
Clear,City Street,Hill Area,25,Evening,Motorcycle,37.0,Delhi,South East Delhi,Fatal
Fog,Highway,Wet,55,Night,Bus,51.0,Tamil Nadu,Madurai,Fatal
Snow,City Street,Normal,30,Morning,Bus,36.0,Uttar Pradesh,Mau,Moderate
Rain,City Street,Wet,25,Evening,Bus,29.0,Tamil Nadu,Salem,Minor
Rain,Highway,Wet,100,Morning,Car,36.0,Delhi,South West Delhi,Severe
Clear,Rural Road,Normal,70,Evening,Truck,41.0,Tamil Nadu,Salem,Minor
Clear,Highway,Potholes,120,Night,Truck,35.0,Haryana,Hisar,Fatal
Snow,Rural Road,Normal,120,Morning,Truck,35.0,Tamil Nadu,Salem,Severe
Rain,Highway,Potholes,200,Morning,Truck,26.0,Haryana,Karnal,Fatal
Clear,Rural Road,Hill Area,55,Night,Motorcycle,27.0,Delhi,New Delhi,Fatal
Rain,Rural Road,Normal,70,Evening,Bus,18.0,Tamil Nadu,Chennai,Severe
Fog,Highway,Normal,220,Morning,Motorcycle,55.0,Haryana,Panipat,Fatal
Rain,Highway,Normal,120,Evening,Motorcycle,20.0,Karnataka,Hubli,Fatal
Fog,City Street,Potholes,80,Night,Car,26.0,Maharashtra,Nagpur,Fatal
Fog,Highway,Potholes,70,Morning,Truck,26.0,Karnataka,Mysuru,Severe
Fog,Highway,Wet,80,Night,Motorcycle,45.0,Haryana,Charkhi Dadri,Fatal
Clear,City Street,Hill Area,35,Afternoon,Motorcycle,31.0,Uttar Pradesh,Kasganj,Fatal
Fog,City Street,Potholes,60,Afternoon,Car,49.0,Tamil Nadu,Madurai,Moderate
Fog,City Street,Potholes,80,Evening,Car,26.0,Delhi,South Delhi,Severe
Fog,Rural Road,Wet,55,Evening,Truck,38.0,Maharashtra,Nashik,Moderate
Snow,Highway,Hill Area,55,Morning,Truck,24.0,Maharashtra,Mumbai,Fatal
Snow,Highway,Hill Area,70,Evening,Car,60.0,Delhi,North East Delhi,Fatal
Snow,Rural Road,Wet,70,Morning,Motorcycle,20.0,Haryana,Hisar,Fatal
Snow,Highway,Normal,150,Night,Motorcycle,38.0,Haryana,Yamunanagar,Fatal
Fog,Highway,Potholes,150,Evening,Motorcycle,42.0,Haryana,Rohtak,Fatal
Rain,Rural Road,Wet,55,Evening,Truck,39.0,Karnataka,Mysuru,Minor
Clear,City Street,Hill Area,30,Afternoon,Bus,32.0,Karnataka,Bengaluru,Severe
Snow,Rural Road,Potholes,70,Night,Motorcycle,33.0,Karnataka,Hubli,Fatal
Fog,Highway,Normal,100,Night,Car,35.0,Haryana,Sirsa,Fatal
Snow,Highway,Potholes,55,Morning,Bus,33.0,Haryana,Mahendragarh,Severe
Fog,Highway,Normal,120,Morning,Motorcycle,46.0,Uttar Pradesh,Banda,Fatal
Snow,Rural Road,Hill Area,120,Evening,Car,61.0,Delhi,South West Delhi,Fatal
Rain,Rural Road,Wet,120,Night,Truck,28.0,Haryana,Yamunanagar,Fatal
Snow,Rural Road,Potholes,35,Morning,Bus,18.0,Tamil Nadu,Coimbatore,Moderate
Clear,Highway,Normal,200,Morning,Truck,33.0,Haryana,Faridabad,Severe
Fog,City Street,Normal,30,Morning,Motorcycle,65.0,Karnataka,Hubli,Severe
Snow,Rural Road,Hill Area,35,Morning,Bus,25.0,Haryana,Sonipat,Severe
Rain,Rural Road,Wet,55,Afternoon,Truck,54.0,Karnataka,Hubli,Moderate
Clear,Rural Road,Hill Area,120,Evening,Motorcycle,55.0,Karnataka,Hubli,Fatal
Fog,City Street,Hill Area,25,Afternoon,Car,28.0,Maharashtra,Nashik,Severe
,Rural Road,Potholes,45,Morning,Bus,41.0,Delhi,North West Delhi,Minor
Fog,City Street,Normal,35,Afternoon,Motorcycle,54.0,Tamil Nadu,Coimbatore,Severe
Clear,Highway,Wet,100,Evening,Motorcycle,30.0,Karnataka,Mysuru,Fatal
Fog,Highway,Hill Area,220,Night,Bus,32.0,Tamil Nadu,Coimbatore,Fatal
Rain,Rural Road,Potholes,35,Evening,Bus,28.0,Delhi,Central Delhi,Minor
Rain,Highway,Normal,80,Night,Bus,22.0,Maharashtra,Pune,Fatal
Rain,Rural Road,Hill Area,55,Night,Car,27.0,Delhi,South West Delhi,Severe
Clear,Rural Road,Normal,45,Night,Motorcycle,20.0,Tamil Nadu,Chennai,Fatal
,Rural Road,Hill Area,90,Night,Truck,35.0,Uttar Pradesh,Unnao,Fatal
Rain,City Street,Hill Area,80,Night,Motorcycle,25.0,Haryana,Hisar,Fatal
Fog,Rural Road,Wet,45,Morning,Car,37.0,Uttar Pradesh,Balrampur,Moderate
Rain,Highway,Potholes,220,Night,Car,16.0,Maharashtra,Pune,Fatal
Rain,Highway,Hill Area,65,Evening,Motorcycle,38.0,Tamil Nadu,Coimbatore,Fatal
Fog,Rural Road,Hill Area,55,Morning,Car,45.0,Haryana,Panipat,Severe
Clear,City Street,Wet,35,Morning,Motorcycle,16.0,Delhi,North Delhi,Severe
Fog,Rural Road,Potholes,90,Morning,Truck,39.0,Maharashtra,Mumbai,Fatal
Snow,City Street,Normal,25,Morning,Bus,49.0,Maharashtra,Mumbai,Severe
Fog,City Street,Wet,60,Evening,Car,20.0,Haryana,Hisar,Severe
Clear,Highway,Hill Area,150,Morning,Car,55.0,Maharashtra,Mumbai,Fatal
Fog,Highway,Potholes,220,Morning,Car,40.0,Delhi,South Delhi,Fatal
Snow,City Street,Hill Area,25,Evening,Truck,26.0,Delhi,Central Delhi,Severe
Fog,Rural Road,Normal,120,Night,Car,34.0,Karnataka,Hubli,Fatal
Fog,Rural Road,Hill Area,90,Afternoon,Car,41.0,Karnataka,Bengaluru,Fatal
,Highway,Potholes,65,Night,Car,35.0,Haryana,Jhajjar,Fatal
Rain,City Street,Normal,25,Morning,Truck,41.0,Delhi,East Delhi,Minor
Fog,Highway,Potholes,100,Morning,Motorcycle,23.0,Maharashtra,Pune,Fatal
Fog,City Street,Normal,45,Morning,Car,37.0,Maharashtra,Pune,Moderate
Rain,City Street,Potholes,60,Evening,Motorcycle,18.0,Uttar Pradesh,Ghazipur,Fatal
Snow,Rural Road,Normal,55,Morning,Motorcycle,33.0,Karnataka,Hubli,Severe
Rain,Highway,Wet,70,Evening,Truck,24.0,Delhi,North West Delhi,Severe
Rain,Rural Road,Hill Area,35,Night,Car,26.0,Delhi,South Delhi,Fatal
Snow,Rural Road,Hill Area,90,Evening,Car,49.0,Delhi,North East Delhi,Fatal
Fog,Highway,Hill Area,80,Night,Bus,48.0,Delhi,North Delhi,Fatal
Rain,Rural Road,Hill Area,55,Morning,Motorcycle,42.0,Delhi,South East Delhi,Fatal
Snow,City Street,Wet,45,Morning,Motorcycle,21.0,Uttar Pradesh,Meerut,Severe
Clear,Rural Road,Hill Area,45,Evening,Bus,31.0,Karnataka,Mangaluru,Moderate
Fog,Rural Road,Wet,35,Afternoon,Car,49.0,Maharashtra,Nagpur,Moderate
Snow,City Street,Hill Area,80,Morning,Motorcycle,36.0,Maharashtra,Nagpur,Fatal
Clear,Highway,Potholes,200,Evening,Motorcycle,62.0,Haryana,Palwal,Fatal
Fog,Highway,Hill Area,150,Morning,Motorcycle,39.0,Karnataka,Mysuru,Fatal
Clear,City Street,Potholes,35,Morning,Bus,37.0,Haryana,Jind,Minor
Fog,Highway,Wet,80,Afternoon,Truck,31.0,Tamil Nadu,Chennai,Fatal
Clear,Highway,Hill Area,55,Evening,Car,36.0,Tamil Nadu,Coimbatore,Severe
Snow,Highway,Potholes,65,Morning,Truck,33.0,Maharashtra,Mumbai,Fatal
Clear,Rural Road,Normal,120,Afternoon,Truck,43.0,Maharashtra,Nagpur,Severe
Clear,Rural Road,Hill Area,90,Evening,Truck,46.0,Delhi,North West Delhi,Severe
Snow,City Street,Potholes,30,Night,Motorcycle,25.0,Tamil Nadu,Chennai,Fatal
Clear,City Street,Wet,35,Morning,Car,19.0,Tamil Nadu,Coimbatore,Moderate
Rain,City Street,Normal,25,Afternoon,Bus,16.0,Uttar Pradesh,Bahraich,Minor
Fog,Rural Road,Normal,90,Morning,Bus,41.0,Uttar Pradesh,Shamli,Severe
Snow,City Street,Wet,35,Evening,Truck,21.0,Maharashtra,Pune,Moderate
Fog,City Street,Normal,35,Afternoon,Bus,16.0,Uttar Pradesh,Mainpuri,Moderate
Snow,Rural Road,Normal,70,Evening,Bus,39.0,Tamil Nadu,Coimbatore,Moderate
Rain,Rural Road,Wet,120,Afternoon,Bus,64.0,Uttar Pradesh,Varanasi,Severe
Snow,City Street,Potholes,45,Evening,Car,34.0,Delhi,Shahdara,Moderate
Fog,Rural Road,Wet,35,Afternoon,Bus,45.0,Delhi,New Delhi,Severe
Snow,Rural Road,Hill Area,35,Morning,Truck,35.0,Delhi,Shahdara,Severe
Clear,Highway,Hill Area,220,Night,Motorcycle,33.0,Haryana,Mahendragarh,Fatal
Snow,Highway,Potholes,65,Evening,Car,46.0,Uttar Pradesh,Amroha,Fatal
Fog,City Street,Hill Area,80,Night,Motorcycle,31.0,Karnataka,Mysuru,Fatal
Clear,Highway,Normal,200,Evening,Bus,38.0,Karnataka,Mangaluru,Severe
Snow,Highway,Wet,220,Evening,Bus,38.0,Maharashtra,Mumbai,Fatal
Snow,City Street,Hill Area,80,Evening,Truck,26.0,Haryana,Bhiwani,Fatal
Fog,Rural Road,Potholes,45,Evening,Car,46.0,Maharashtra,Nagpur,Moderate
Snow,City Street,Hill Area,35,Night,Truck,32.0,Haryana,Kaithal,Fatal
Rain,Rural Road,Potholes,90,Afternoon,Car,25.0,Haryana,Rewari,Moderate
Clear,Rural Road,Normal,55,Afternoon,Car,41.0,Karnataka,Bengaluru,Minor
Snow,Rural Road,Hill Area,35,Night,Truck,24.0,Karnataka,Mangaluru,Fatal
Fog,City Street,Hill Area,80,Evening,Car,35.0,Haryana,Jind,Fatal
Snow,Highway,Wet,120,Morning,Motorcycle,34.0,Haryana,Panipat,Fatal
Fog,Rural Road,Normal,120,Evening,Car,48.0,Karnataka,Bengaluru,Fatal
Rain,Rural Road,Normal,70,Morning,Truck,40.0,Haryana,Rohtak,Minor
Rain,City Street,Hill Area,35,Afternoon,Bus,34.0,Haryana,Panchkula,Moderate
Rain,Rural Road,Normal,70,Afternoon,Car,44.0,Karnataka,Bengaluru,Moderate
Rain,Highway,Hill Area,80,Evening,Bus,51.0,Uttar Pradesh,Varanasi,Fatal
Fog,Rural Road,Wet,70,Evening,Truck,41.0,Maharashtra,Nashik,Severe
Snow,Rural Road,Hill Area,55,Evening,Car,35.0,Haryana,Faridabad,Severe
Fog,City Street,Wet,35,Night,Car,19.0,Haryana,Palwal,Severe
Snow,Rural Road,Hill Area,120,Afternoon,Bus,22.0,Karnataka,Hubli,Fatal
Clear,City Street,Potholes,35,Afternoon,Bus,31.0,Delhi,South East Delhi,Minor
Snow,City Street,Hill Area,25,Night,Bus,27.0,Karnataka,Mangaluru,Fatal
Fog,Rural Road,Wet,70,Evening,Car,32.0,Maharashtra,Nashik,Moderate
Rain,Rural Road,Wet,90,Morning,Motorcycle,35.0,Haryana,Sirsa,Fatal
Clear,City Street,Normal,80,Evening,Motorcycle,,Tamil Nadu,Chennai,Fatal
Rain,City Street,Wet,35,Afternoon,Bus,34.0,Uttar Pradesh,Gautam Buddha Nagar,Minor
Snow,City Street,Hill Area,25,Afternoon,Truck,40.0,Delhi,Central Delhi,Severe
Fog,City Street,Normal,30,Afternoon,Motorcycle,35.0,Maharashtra,Mumbai,Fatal
Clear,City Street,Normal,25,Night,Bus,16.0,Haryana,Jind,Moderate
Clear,Rural Road,Hill Area,90,Morning,Car,23.0,Uttar Pradesh,Siddharthnagar,Severe
Clear,Rural Road,Hill Area,90,Afternoon,Motorcycle,33.0,Maharashtra,Nashik,Fatal
Snow,City Street,Hill Area,45,Afternoon,Car,20.0,Maharashtra,Nashik,Fatal
Fog,Highway,Wet,220,Night,Motorcycle,42.0,Karnataka,Mangaluru,Fatal
Fog,Highway,Hill Area,200,Night,Motorcycle,53.0,Tamil Nadu,Chennai,Fatal
Clear,City Street,Wet,80,Night,Motorcycle,49.0,Karnataka,Bengaluru,Fatal
Snow,Highway,Normal,80,Morning,Truck,32.0,Haryana,Panchkula,Severe
Rain,City Street,Hill Area,45,Afternoon,Car,52.0,Karnataka,Mangaluru,Severe
Snow,Highway,Normal,80,Evening,Bus,36.0,Delhi,North East Delhi,Fatal
Fog,City Street,Wet,60,Evening,Bus,30.0,Uttar Pradesh,Raebareli,Moderate
Clear,City Street,Normal,60,Night,Truck,27.0,Delhi,New Delhi,Moderate
Rain,Highway,Hill Area,70,Morning,Car,31.0,Karnataka,Hubli,Fatal
Rain,Rural Road,Hill Area,70,Night,Car,30.0,Maharashtra,Mumbai,Fatal
Snow,Rural Road,Potholes,90,Evening,Truck,37.0,Haryana,Kaithal,Severe
Snow,Rural Road,Potholes,120,Night,Bus,36.0,Haryana,Karnal,Fatal
Rain,Rural Road,Hill Area,45,Morning,Motorcycle,35.0,Karnataka,Mysuru,Fatal
Clear,Highway,Potholes,220,Afternoon,Truck,40.0,Uttar Pradesh,Balrampur,Fatal
Snow,Highway,Normal,220,Night,Truck,49.0,Delhi,North West Delhi,Fatal
Snow,Rural Road,Normal,90,Afternoon,Motorcycle,46.0,Maharashtra,Nashik,Fatal
Snow,Rural Road,Hill Area,45,Evening,Truck,17.0,Delhi,South West Delhi,Severe
Rain,City Street,Wet,60,Evening,Car,16.0,Haryana,Panipat,Moderate
Snow,Rural Road,Potholes,45,Night,Truck,46.0,Haryana,Ambala,Severe
Clear,Rural Road,Wet,55,Afternoon,Truck,18.0,Karnataka,Bengaluru,Moderate
Clear,Highway,Hill Area,220,Night,Bus,32.0,Maharashtra,Nagpur,Fatal
Rain,Rural Road,Hill Area,55,Night,Bus,20.0,Uttar Pradesh,Pratapgarh,Fatal
Snow,Rural Road,Normal,120,Afternoon,Truck,16.0,Uttar Pradesh,Hapur,Fatal
Fog,Rural Road,Hill Area,90,Night,Motorcycle,41.0,Uttar Pradesh,Bareilly,Fatal
Snow,Highway,Normal,150,Evening,Bus,44.0,Uttar Pradesh,Kasganj,Fatal
Rain,City Street,Potholes,35,Afternoon,Car,28.0,Haryana,Palwal,Minor
Clear,Rural Road,Potholes,90,Evening,Car,16.0,Maharashtra,Nagpur,Moderate
Snow,Highway,Potholes,100,Night,Bus,28.0,Delhi,North East Delhi,Fatal
Clear,Rural Road,Hill Area,120,Night,Bus,39.0,Haryana,Panchkula,Fatal
Clear,City Street,Normal,45,Afternoon,Truck,17.0,Haryana,Charkhi Dadri,Minor
Clear,City Street,Normal,30,Evening,Car,37.0,Tamil Nadu,Madurai,Minor
Snow,Rural Road,Potholes,120,Afternoon,Motorcycle,34.0,Tamil Nadu,Chennai,Fatal
Fog,Rural Road,Normal,120,Morning,Truck,41.0,Tamil Nadu,Coimbatore,Fatal
Clear,Highway,Hill Area,220,Morning,Motorcycle,36.0,Tamil Nadu,Coimbatore,Fatal
Rain,Rural Road,Normal,35,Evening,Motorcycle,23.0,Tamil Nadu,Madurai,Severe
Fog,Rural Road,Normal,45,Night,Car,49.0,Delhi,East Delhi,Moderate
Rain,City Street,Normal,35,Afternoon,Car,33.0,Haryana,Sonipat,Minor
Clear,Rural Road,Wet,55,Evening,Truck,34.0,Uttar Pradesh,Basti,Minor
Fog,Rural Road,Potholes,55,Afternoon,Motorcycle,23.0,Haryana,Rohtak,Fatal
Rain,Highway,Potholes,200,Afternoon,Truck,29.0,Maharashtra,Nagpur,Fatal
Clear,City Street,Potholes,45,Evening,Motorcycle,24.0,Uttar Pradesh,Shahjahanpur,Moderate
Clear,Rural Road,Hill Area,55,Afternoon,Truck,32.0,Uttar Pradesh,Meerut,Moderate
Rain,City Street,Potholes,45,Morning,Truck,55.0,Maharashtra,Pune,Moderate
Clear,Highway,Wet,120,Night,Truck,18.0,Karnataka,Mangaluru,Fatal
Clear,City Street,Normal,45,Evening,Car,16.0,Haryana,Nuh,Minor
Snow,Rural Road,Normal,70,Afternoon,Motorcycle,52.0,Maharashtra,Pune,Fatal
Clear,City Street,Hill Area,35,Night,Bus,32.0,Karnataka,Mysuru,Severe
Snow,City Street,Hill Area,25,Evening,Car,26.0,Haryana,Panipat,Severe
Fog,City Street,Hill Area,35,Morning,Truck,47.0,Tamil Nadu,Coimbatore,Severe
Rain,Highway,Potholes,120,Morning,Car,27.0,Maharashtra,Pune,Fatal
Fog,Highway,Hill Area,100,Morning,Truck,56.0,Haryana,Gurugram,Fatal
Clear,Highway,Wet,70,Afternoon,Bus,43.0,Delhi,North Delhi,Severe
Clear,City Street,Wet,80,Evening,Car,29.0,Karnataka,Hubli,Moderate
Fog,Rural Road,Hill Area,45,Night,Truck,60.0,Delhi,Shahdara,Fatal
Rain,City Street,Potholes,60,Evening,Bus,27.0,Tamil Nadu,Salem,Minor
Snow,City Street,Normal,35,Afternoon,Truck,43.0,Haryana,Kurukshetra,Moderate
Clear,Rural Road,Hill Area,45,Morning,Truck,38.0,Haryana,Panchkula,Moderate
,City Street,Hill Area,45,Morning,Motorcycle,50.0,Karnataka,Mysuru,Severe
Snow,City Street,Hill Area,30,Night,Car,53.0,Maharashtra,Nashik,Fatal
Fog,Rural Road,Normal,120,Night,Car,35.0,Maharashtra,Mumbai,Fatal
Clear,Highway,Potholes,55,Afternoon,Bus,25.0,Uttar Pradesh,Muzaffarnagar,Moderate
Fog,City Street,Normal,60,Evening,Bus,40.0,Maharashtra,Mumbai,Severe
Snow,City Street,Potholes,60,Evening,Car,26.0,Haryana,Nuh,Moderate
Clear,Highway,Normal,200,Evening,Motorcycle,59.0,Haryana,Panipat,Fatal
Clear,City Street,Potholes,35,Morning,Car,36.0,Karnataka,Hubli,Minor
Snow,City Street,Hill Area,35,Evening,Motorcycle,30.0,Delhi,South East Delhi,Fatal
Snow,City Street,Hill Area,80,Morning,Bus,37.0,Maharashtra,Nagpur,Fatal
,City Street,Normal,60,Night,Truck,18.0,Haryana,Charkhi Dadri,Moderate
Rain,Rural Road,Wet,70,Night,Bus,23.0,Maharashtra,Nagpur,Severe
Fog,Highway,Normal,65,Evening,Motorcycle,49.0,Delhi,New Delhi,Fatal
Clear,City Street,Potholes,80,Night,Bus,27.0,Delhi,New Delhi,Fatal
Clear,City Street,Normal,80,Afternoon,Motorcycle,22.0,Maharashtra,Pune,Severe
Snow,Rural Road,Hill Area,55,Afternoon,Bus,41.0,Maharashtra,Pune,Severe
Fog,Highway,Potholes,55,Evening,Car,49.0,Karnataka,Mysuru,Severe
Rain,City Street,Potholes,30,Night,Motorcycle,43.0,Delhi,North Delhi,Fatal
Snow,Highway,Normal,120,Evening,Bus,46.0,Tamil Nadu,Salem,Fatal
Fog,Rural Road,Normal,70,Evening,Motorcycle,25.0,Maharashtra,Nagpur,Severe
Fog,Rural Road,Hill Area,55,Afternoon,Truck,17.0,Uttar Pradesh,Lucknow,Fatal
Clear,Rural Road,Normal,120,Night,Motorcycle,53.0,Delhi,North Delhi,Fatal
Snow,City Street,Potholes,60,Night,Bus,31.0,Delhi,New Delhi,Fatal
Snow,Rural Road,Hill Area,45,Night,Car,31.0,Maharashtra,Nashik,Fatal
Rain,City Street,Normal,25,Morning,Bus,50.0,Haryana,Hisar,Minor
Rain,Highway,Hill Area,100,Night,Motorcycle,41.0,Haryana,Nuh,Fatal
Snow,Rural Road,Normal,70,Evening,Bus,40.0,Haryana,Mahendragarh,Moderate
Snow,City Street,Wet,60,Afternoon,Bus,60.0,Maharashtra,Mumbai,Severe
Fog,Rural Road,Wet,70,Morning,Bus,27.0,Tamil Nadu,Salem,Moderate
Rain,Rural Road,Normal,90,Afternoon,Truck,46.0,Tamil Nadu,Chennai,Severe
Clear,City Street,Wet,35,Afternoon,Bus,35.0,Uttar Pradesh,Ballia,Minor
Fog,Rural Road,Wet,45,Afternoon,Bus,38.0,Maharashtra,Pune,Severe
Rain,City Street,Wet,60,Evening,Car,53.0,Delhi,North Delhi,Moderate
Fog,Highway,Hill Area,120,Afternoon,Truck,41.0,Karnataka,Bengaluru,Fatal
Rain,City Street,Normal,60,Morning,Car,41.0,Uttar Pradesh,Mainpuri,Minor
Fog,Highway,Hill Area,55,Evening,Car,47.0,Uttar Pradesh,Shravasti,Fatal
Fog,Rural Road,Normal,55,Evening,Bus,30.0,Uttar Pradesh,Amroha,Moderate
Fog,City Street,Normal,80,Morning,Truck,24.0,Maharashtra,Mumbai,Severe
Snow,City Street,Potholes,35,Afternoon,Truck,22.0,Karnataka,Mysuru,Minor
Snow,Rural Road,Normal,55,Night,Bus,16.0,Haryana,Jind,Severe
Fog,City Street,Hill Area,30,Evening,Motorcycle,59.0,Tamil Nadu,Chennai,Fatal
Snow,Highway,Wet,100,Evening,Motorcycle,21.0,Uttar Pradesh,Hathras,Fatal
Snow,City Street,Hill Area,30,Evening,Truck,32.0,Uttar Pradesh,Basti,Severe
Fog,City Street,Wet,30,Morning,Truck,31.0,Tamil Nadu,Madurai,Moderate
Snow,City Street,Hill Area,60,Night,Truck,38.0,Maharashtra,Pune,Fatal
Snow,City Street,Hill Area,45,Afternoon,Bus,44.0,Haryana,Panchkula,Severe
Clear,City Street,Wet,35,Evening,Truck,45.0,Haryana,Fatehabad,Minor
Rain,City Street,Hill Area,30,Night,Car,28.0,Uttar Pradesh,Shamli,Severe
Snow,Rural Road,Normal,55,Night,Car,32.0,Maharashtra,Mumbai,Severe
Clear,City Street,Wet,80,Afternoon,Motorcycle,38.0,Uttar Pradesh,Deoria,Severe
Rain,Rural Road,Hill Area,90,Afternoon,Car,32.0,Tamil Nadu,Madurai,Fatal
Clear,Rural Road,Wet,35,Morning,Truck,54.0,Tamil Nadu,Madurai,Minor
Rain,Highway,Hill Area,120,Night,Car,40.0,Tamil Nadu,Chennai,Fatal
Rain,City Street,Normal,25,Night,Car,43.0,Karnataka,Mysuru,Minor
Fog,City Street,Normal,80,Night,Car,42.0,Uttar Pradesh,Mirzapur,Severe
Fog,Highway,Potholes,120,Night,Motorcycle,49.0,Karnataka,Mysuru,Fatal
Snow,Rural Road,Potholes,120,Evening,Truck,37.0,Maharashtra,Nagpur,Fatal
Fog,Highway,Wet,200,Night,Car,19.0,Maharashtra,Nashik,Fatal
Rain,Highway,Hill Area,220,Evening,Car,39.0,Karnataka,Mangaluru,Fatal
Rain,Highway,Wet,120,Afternoon,Motorcycle,27.0,Tamil Nadu,Madurai,Fatal
Clear,Rural Road,Potholes,45,Afternoon,Truck,28.0,Maharashtra,Pune,Moderate
,Highway,Wet,100,Evening,Bus,42.0,Uttar Pradesh,Mathura,Severe
Snow,City Street,Potholes,80,Evening,Truck,49.0,Maharashtra,Nagpur,Severe
Snow,City Street,Potholes,45,Night,Bus,35.0,Karnataka,Bengaluru,Fatal
Fog,City Street,Wet,30,Night,Motorcycle,38.0,Delhi,North Delhi,Fatal
Snow,City Street,Normal,60,Evening,Bus,55.0,Karnataka,Mangaluru,Minor
Rain,Rural Road,Hill Area,45,Evening,Car,37.0,Delhi,North Delhi,Severe
Fog,Rural Road,Hill Area,45,Morning,Bus,66.0,Uttar Pradesh,Rampur,Severe
Fog,Highway,Normal,200,Morning,Motorcycle,41.0,Maharashtra,Nagpur,Fatal
Clear,City Street,Wet,30,Morning,Motorcycle,16.0,Uttar Pradesh,Mainpuri,Severe
Snow,Rural Road,Wet,90,Morning,Bus,44.0,Haryana,Karnal,Severe
Snow,Rural Road,Normal,55,Afternoon,Car,39.0,Uttar Pradesh,Jhansi,Moderate
Rain,Highway,Potholes,120,Night,Truck,50.0,Karnataka,Mangaluru,Fatal
,City Street,Normal,45,Afternoon,Car,43.0,Uttar Pradesh,Mainpuri,Moderate
Fog,Highway,Normal,55,Evening,Car,33.0,Tamil Nadu,Salem,Moderate
